phone_number,name,age,international_plan,voice_mail_plan,account_length,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn
347-1814,Joy,23,0,0,141,0,192.4,111,32.71,156.9,87,13.34,175.8,82,7.91,11,6,2.97,0,0
386-7337,Theressa,21,0,0,98,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,0
375-8505,Lavern,27,0,1,94,28,233.2,88,39.64,113.3,102,9.63,118,71,5.31,16.1,4,4.35,0,0
407-5056,Hildegarde,21,0,0,65,0,158.8,53,27,188.5,132,16.02,189.3,87,8.52,9.8,4,2.65,2,0
367-8924,Richie,31,0,0,85,0,126.1,112,21.44,274.7,126,23.35,184.4,95,8.3,9.8,4,2.65,1,0
419-5171,Maddie,35,0,0,71,0,290.4,108,49.37,253.9,92,21.58,263.3,126,11.85,10.1,5,2.73,3,1
396-7687,Amanda,27,0,1,112,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0,0
394-4548,Tyron,36,0,0,110,0,148.4,95,25.23,193.8,98,16.47,206,106,9.27,6.9,6,1.86,0,0
382-6438,Margert,32,0,0,111,0,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,0
413-2194,Ali,34,0,0,74,0,298.1,112,50.68,201.3,100,17.11,214.7,88,9.66,9.7,4,2.62,2,1
366-2622,Alanna,35,0,0,105,0,119.3,82,20.28,185.1,111,15.73,157,74,7.07,10.9,4,2.94,2,0
416-7591,Mitsuko,35,0,0,40,0,242.5,82,41.23,232.9,97,19.8,154,86,6.93,9.6,7,2.59,0,0
355-2634,Phyliss,27,1,1,128,18,222.1,89,37.76,160.6,109,13.65,218.8,102,9.85,13.6,2,3.67,0,1
422-5350,Colene,33,0,0,123,0,236.2,135,40.15,273.9,88,23.28,227,77,10.22,10.1,6,2.73,2,1
329-2388,Bianca,33,0,0,122,0,144.2,87,24.51,212.2,74,18.04,169.3,87,7.62,9.5,4,2.57,0,0
381-5273,Neda,37,0,1,114,19,154.6,100,26.28,241.6,109,20.54,160,112,7.2,12.6,1,3.4,3,0
421-6694,Lillie,26,0,1,102,25,137.4,100,23.36,176.7,83,15.02,188.2,93,8.47,10.2,6,2.75,2,0
342-1702,Gayla,39,0,0,126,0,103.7,93,17.63,127,107,10.8,329.3,66,14.82,14.4,1,3.89,0,0
381-4029,Clyde,30,0,0,150,0,136.6,112,23.22,209.4,81,17.8,161.1,78,7.25,12.2,2,3.29,4,1
335-2967,Abel,28,0,0,60,0,289.8,101,49.27,255.6,115,21.73,242.8,76,10.93,11.7,4,3.16,2,1
416-6594,Gena,39,0,0,123,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,0
388-6026,Ellen,39,1,0,138,0,196.2,129,33.35,176.5,86,15,232.4,108,10.46,15.2,1,4.1,0,1
367-1024,Jarvis,20,0,0,29,0,195.6,71,33.25,126.4,74,10.74,148.6,87,6.69,14.2,4,3.83,1,0
386-7118,Dorthea,34,0,0,111,0,222.2,96,37.77,162.5,111,13.81,184.9,120,8.32,11.9,7,3.21,4,0
346-2020,Sheri,21,1,0,37,0,172.9,119,29.39,183,86,15.56,226.4,100,10.19,9.8,1,2.65,0,1
329-9067,Tristan,24,0,0,111,0,249.8,109,42.47,242.4,106,20.6,231.8,78,10.43,11.6,4,3.13,0,1
329-6144,Milan,33,0,0,81,0,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,0
332-1502,Franklin,20,0,0,46,0,90.4,108,15.37,276.2,77,23.48,146.5,111,6.59,12.7,2,3.43,1,0
342-8320,John,20,0,1,69,27,268.8,78,45.7,246.6,89,20.96,271.9,102,12.24,16.4,3,4.43,0,0
411-5748,Theodore,31,0,0,125,0,106.1,95,18.04,157.6,113,13.4,192.5,69,8.66,8.1,3,2.19,1,0
381-9367,Joshua,28,0,0,43,0,27,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,0
400-1280,Emogene,24,0,1,127,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1,0
360-5794,Alexandra,32,0,0,94,0,245,112,41.65,180.4,91,15.33,262.9,105,11.83,9.7,6,2.62,1,0
373-3538,Loree,29,0,0,46,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,0
394-9942,Bridgette,37,0,1,73,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2,0
380-3329,Palmer,36,0,1,146,23,149.6,96,25.43,239.8,124,20.38,293.5,135,13.21,7.4,4,2,2,0
334-7618,Agustina,25,0,0,93,0,239.8,70,40.77,251.8,99,21.4,168.6,112,7.59,10.9,10,2.94,1,0
327-9289,Eugenio,36,0,1,52,31,142.1,77,24.16,193,97,16.41,253.4,88,11.4,11,4,2.97,1,0
351-2589,Lita,29,0,0,202,0,115.4,137,19.62,178.7,70,15.19,185.7,113,8.36,6,3,1.62,3,0
368-6892,Kathrin,28,0,1,129,31,193,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2,0
337-9303,Monika,37,0,0,94,0,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13,1,3.51,1,0
377-5258,Daryl,30,0,0,100,0,160.3,138,27.25,221.3,92,18.81,150.4,120,6.77,11.2,2,3.02,0,0
348-5767,Carroll,32,0,0,43,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1,0
373-3549,Pat,31,0,0,130,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0,0
422-8344,Cleotilde,37,0,0,124,0,178.3,102,30.31,235,120,19.98,239.7,119,10.79,10.9,1,2.94,3,0
411-2958,Marjorie,21,1,0,92,0,252.3,120,42.89,207,112,17.6,284.6,95,12.81,12,5,3.24,3,1
384-2908,Christopher,38,0,0,48,0,197.7,64,33.61,136.7,126,11.62,244.4,81,11,13.2,5,3.56,4,0
347-6393,Laurene,32,0,1,98,29,111.1,105,18.89,217.9,101,18.52,248.1,108,11.16,6.6,3,1.78,2,0
385-7148,Bunny,21,0,0,100,0,96.5,86,16.41,210.2,133,17.87,146.4,106,6.59,12.5,3,3.38,1,1
419-2767,Lashaunda,27,0,0,79,0,156.9,109,26.67,122.2,87,10.39,189.1,103,8.51,11.3,5,3.05,3,0
375-1746,Delora,32,0,0,164,0,123.3,78,20.96,170,85,14.45,165.9,78,7.47,12.7,2,3.43,1,0
362-7870,Marth,28,0,0,105,0,193.7,108,32.93,183.2,124,15.57,293.7,72,13.22,10.8,5,2.92,1,0
410-3725,Benita,24,1,0,89,0,206.9,134,35.17,167.7,105,14.25,155.7,86,7.01,10.9,4,2.94,0,0
387-1535,Billi,40,0,0,126,0,249.8,96,42.47,261.9,92,22.26,166.8,108,7.51,12.7,4,3.43,3,1
329-2045,Shelby,26,0,0,96,0,144,102,24.48,224.7,73,19.1,227.7,91,10.25,10,7,2.7,1,0
341-6743,Roxy,27,0,1,120,33,299.5,83,50.92,163.4,84,13.89,146.7,88,6.6,11.6,5,3.13,0,0
336-8343,Andrea,39,0,0,212,0,226,127,38.42,304.6,83,25.89,181.2,132,8.15,12.6,4,3.4,2,1
368-5758,Shanice,20,0,0,72,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2,0
346-8362,Chana,29,1,1,155,26,211.7,121,35.99,139.2,123,11.83,146.7,89,6.6,11.1,3,3,1,0
345-9690,Nickolas,35,0,0,89,0,89.7,80,15.25,179.8,81,15.28,145.7,120,6.56,9.5,4,2.57,2,0
339-9798,Luanna,31,1,0,126,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2,0
359-5731,Filomena,39,0,0,172,0,270,102,45.9,256.6,111,21.81,168.5,104,7.58,12,5,3.24,2,1
373-2091,Evelyne,30,0,0,75,0,224.7,116,38.2,192,79,16.32,212.2,98,9.55,11.3,11,3.05,3,0
367-3439,Celena,30,0,0,143,0,194.3,99,33.03,123.6,133,10.51,229.5,99,10.33,10.2,2,2.75,2,0
367-1681,Sonia,37,1,0,166,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0,1
420-9973,Beata,31,0,0,132,0,190.1,105,32.32,182.2,116,15.49,279.8,105,12.59,13,2,3.51,1,0
351-4025,Mee,31,1,0,94,0,89.5,94,15.22,339.9,106,28.89,172.9,76,7.78,7.9,1,2.13,1,1
393-5897,Lane,26,0,0,99,0,182.6,83,31.04,154.5,111,13.13,196,57,8.82,12.1,5,3.27,0,0
384-7216,Margorie,32,0,1,136,35,205.5,86,34.94,298.5,119,25.37,214.2,104,9.64,6.9,4,1.86,1,0
384-4595,Ji,30,0,0,119,0,231.5,82,39.36,266.9,97,22.69,211,118,9.49,7.4,10,2,1,0
329-9667,Cameron,27,1,0,115,0,251.3,69,42.72,252.5,96,21.46,118.3,112,5.32,9.9,1,2.67,3,1
347-5063,Erminia,26,0,0,160,0,171.2,103,29.1,243.5,121,20.7,178.2,92,8.02,13,3,3.51,2,0
345-8433,Reuben,33,0,0,166,0,197.9,89,33.64,251,113,21.34,138.3,85,6.22,11.2,2,3.02,2,0
339-7602,Shiloh,28,0,0,120,0,134.8,94,22.92,204.1,106,17.35,238.4,109,10.73,6.7,8,1.81,1,0
332-1109,Darla,30,0,0,173,0,191.4,114,32.54,168.5,138,14.32,109.3,99,4.92,10.3,3,2.78,1,0
343-3296,Bette,20,0,0,156,0,174.5,65,29.67,197.4,116,16.78,238.5,86,10.73,10.6,2,2.86,0,0
366-2536,Catharine,31,0,0,70,0,177.4,125,30.16,226.2,104,19.23,254.1,72,11.43,10.9,4,2.94,0,0
355-2293,Terri,32,0,0,41,0,182.1,89,30.96,211.5,104,17.98,207.4,124,9.33,6.8,1,1.84,1,0
350-9318,Vennie,26,0,0,132,0,222.4,85,37.81,165.4,76,14.06,208.4,97,9.38,11.2,4,3.02,0,0
418-5300,Lakesha,20,1,0,47,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0,1
395-2626,Constance,28,0,0,160,0,121.8,97,20.71,89.3,97,7.59,150.7,92,6.78,10.3,5,2.78,1,0
402-7372,Markita,40,0,0,180,0,143.5,121,24.4,189.3,111,16.09,174.9,82,7.87,8.8,5,2.38,3,0
337-9710,Johnetta,29,0,0,93,0,164.9,68,28.03,210.4,86,17.88,229.4,104,10.32,7.8,4,2.11,2,0
363-4967,Noe,31,0,0,109,0,193.6,58,32.91,148.7,115,12.64,282.5,105,12.71,13.1,1,3.54,2,0
400-5389,Lyndsey,34,0,0,80,0,101.1,121,17.19,263.2,110,22.37,137.7,74,6.2,7.3,5,1.97,0,0
416-9162,Clorinda,32,0,1,54,24,92.3,88,15.69,193.1,98,16.41,99.3,119,4.47,11.6,3,3.13,2,0
414-6541,Ka,21,0,0,121,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2,0
392-6647,Frederic,27,0,1,157,29,219.2,102,37.26,206,109,17.51,192.4,117,8.66,15,5,4.05,1,0
343-2465,Yolanda,36,0,1,170,37,178.1,130,30.28,242.8,103,20.64,243,93,10.93,13,4,3.51,0,0
338-9171,Vikki,21,0,0,138,0,146.5,101,24.91,284.5,142,24.18,176,98,7.92,14,6,3.78,3,0
405-4606,Sherilyn,30,0,1,92,31,172.3,116,29.29,266.2,91,22.63,228.2,90,10.27,11.8,5,3.19,1,0
386-9711,Lawrence,32,0,0,126,0,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13,3,3.51,1,0
327-8495,Deeanna,29,0,0,41,0,232.1,74,39.46,327.1,88,27.8,226.5,119,10.19,10.9,2,2.94,3,1
416-5660,Delilah,34,0,0,167,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4,1
370-3032,Jaquelyn,21,0,0,91,0,123.8,107,21.05,319,125,27.12,237.6,78,10.69,7.3,4,1.97,2,0
331-8462,Santos,34,0,0,127,0,96,117,16.32,177,68,15.05,162.2,127,7.3,9.7,4,2.62,3,0
414-4037,Alysha,36,0,1,88,27,93.4,106,15.88,252,92,21.42,189,104,8.5,10.9,1,2.94,1,0
415-2865,Danille,31,0,0,113,0,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,0
362-2353,Donetta,32,0,0,78,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2,0
329-5114,Fernande,40,0,0,123,0,257.9,92,43.84,211.6,71,17.99,189.3,104,8.52,9.4,2,2.54,2,0
351-1389,Elliott,22,1,1,136,29,85.2,98,14.48,230.4,85,19.58,243.6,104,10.96,9,3,2.43,2,0
375-3668,Ozie,30,0,1,68,34,160,72,27.2,184.5,119,15.68,208.3,101,9.37,6.1,10,1.65,1,0
375-5414,Juliette,27,0,1,132,10,182.9,54,31.09,292.4,68,24.85,142.3,116,6.4,11.5,4,3.11,0,0
360-7079,Keeley,35,0,0,133,0,216.2,67,36.75,222.2,133,18.89,192,95,8.64,3.1,1,0.84,2,0
344-9302,Lavinia,36,0,0,127,0,261.7,105,44.49,181.8,107,15.45,100.9,131,4.54,3.3,5,0.89,0,0
418-1775,Luise,27,0,0,110,0,241.2,105,41,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,0
401-2468,Clarissa,20,0,0,121,0,177.2,142,30.12,123.5,88,10.5,213.2,51,9.59,8.4,6,2.27,1,0
346-4984,Laurena,31,0,0,116,0,89.5,128,15.22,180.8,137,15.37,193.1,94,8.69,14,3,3.78,2,0
351-2928,Robert,25,1,1,112,16,200.3,72,34.05,197.8,91,16.81,151.1,92,6.8,10.4,3,2.81,1,0
365-7774,Song,20,1,0,97,0,145,103,24.65,294.3,93,25.02,239.8,120,10.79,11,2,2.97,4,1
358-3691,Chara,32,0,0,43,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2,0
364-9059,Sherill,35,0,0,110,0,151.8,106,25.81,138,126,11.73,233.5,112,10.51,11.2,8,3.02,3,0
356-7208,Vernon,30,0,0,67,0,176.2,120,29.95,236,138,20.06,152.5,104,6.86,10.6,4,2.86,1,0
333-5551,Rogelio,24,0,0,166,0,152.1,95,25.86,121,105,10.29,198,126,8.91,9.8,5,2.65,0,0
362-6528,Clemencia,40,0,0,129,0,161.3,122,27.42,220.6,95,18.75,224.7,104,10.11,9.6,3,2.59,1,0
394-2560,Ozell,22,1,0,103,0,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,0
367-3220,Myrl,34,0,0,71,0,278.9,110,47.41,190.2,67,16.17,255.2,84,11.48,11.7,7,3.16,0,1
418-5708,Keren,22,0,1,112,27,213,121,36.21,226.2,101,19.23,189.8,99,8.54,11.1,3,3,4,0
421-2245,Lashay,39,0,1,8,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,0
406-2242,Shandra,34,0,0,98,0,217.2,121,36.92,303.4,73,25.79,197.1,71,8.87,12.4,2,3.35,0,1
347-6994,Domingo,39,0,0,90,0,175.9,111,29.9,285.2,115,24.24,150.8,122,6.79,13,7,3.51,1,0
413-7468,Courtney,29,0,0,13,0,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,1
389-6082,Craig,29,0,0,58,0,238.9,107,40.61,187.2,88,15.91,181.1,84,8.15,11.8,3,3.19,2,0
415-3689,Marylouise,29,0,1,137,22,189.6,42,32.23,179,137,15.22,179.6,126,8.08,11.4,5,3.08,2,0
379-2503,Ferdinand,23,0,0,116,0,133.3,94,22.66,247.8,126,21.06,219,78,9.86,11.3,5,3.05,5,1
396-1106,Jay,37,0,1,94,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3,0
379-4372,Myong,20,0,0,87,0,177.2,72,30.12,248.9,105,21.16,200.8,87,9.04,8.6,7,2.32,3,0
336-3738,Ngoc,40,0,0,120,0,184.5,103,31.37,209,86,17.77,169.7,70,7.64,10.2,6,2.75,2,0
380-2600,Shala,36,0,1,97,24,176.1,109,29.94,159.4,81,13.55,269.1,94,12.11,12.1,9,3.27,0,0
345-4473,Monroe,24,0,0,134,0,204.7,108,34.8,143.1,105,12.16,165.8,84,7.46,11,4,2.97,6,0
380-9990,Santo,21,0,0,68,0,143.6,80,24.41,134.3,65,11.42,215.6,84,9.7,15.5,5,4.19,2,0
411-1045,Denae,37,0,0,93,0,179.3,93,30.48,188.8,65,16.05,253.2,88,11.39,12.1,5,3.27,1,0
413-5306,Moriah,33,0,0,120,0,137.3,100,23.34,212.2,129,18.04,152.7,92,6.87,10.5,2,2.84,1,0
417-6906,Allison,36,0,0,41,0,237.8,92,40.43,223.5,155,19,217.4,90,9.78,10.2,6,2.75,2,0
331-4807,Willy,33,0,0,80,0,203.7,92,34.63,216.4,97,18.39,154.2,66,6.94,7.6,5,2.05,2,0
376-5375,Magan,23,0,1,83,25,191.3,95,32.52,250.7,136,21.31,249.4,86,11.22,17.6,5,4.75,2,0
361-9839,Saturnina,29,1,0,109,0,209.1,141,35.55,205,93,17.43,119.4,111,5.37,7.8,3,2.11,2,0
348-8679,Albert,22,0,1,66,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3,0
403-6565,Tressie,21,0,0,104,0,97.2,88,16.52,155.6,85,13.23,261.6,105,11.77,12.4,5,3.35,0,0
346-5287,Shawanna,23,0,0,89,0,137.9,96,23.44,192.6,63,16.37,255.7,125,11.51,11,5,2.97,1,0
413-6769,Vernell,32,0,0,127,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10,1,2.7,2,0
370-5042,Halley,25,0,1,117,13,207.6,65,35.29,152.7,77,12.98,232.8,95,10.48,9.7,3,2.62,1,0
397-9486,Candie,32,0,0,128,0,268.1,95,45.58,120.5,126,10.24,220.8,121,9.94,14.4,6,3.89,2,0
364-3286,Darren,39,0,0,88,0,166.7,61,28.34,179.3,88,15.24,242.7,131,10.92,6.8,7,1.84,4,1
420-8897,Evette,23,0,0,61,0,267.1,104,45.41,180.4,131,15.33,230.6,106,10.38,17.3,4,4.67,1,1
378-9506,Cheyenne,38,0,0,22,0,181.8,108,30.91,198.6,148,16.88,206.6,96,9.3,9.3,3,2.51,2,0
399-6259,Marnie,31,0,0,78,0,147.1,80,25.01,199.7,100,16.97,160.7,106,7.23,13.7,7,3.7,0,0
335-5806,Almeda,27,0,1,56,29,37.7,115,6.41,144.1,111,12.25,226.6,101,10.2,4.9,3,1.32,1,0
401-6392,Hank,25,0,0,192,0,185,88,31.45,224.9,98,19.12,212.4,105,9.56,11.4,3,3.08,2,0
379-9859,Lucinda,32,0,0,70,0,156.4,108,26.59,171,116,14.54,196.1,96,8.82,8.6,4,2.32,2,0
415-4051,Kathline,26,0,0,148,0,239.3,84,40.68,195.7,85,16.63,232.6,104,10.47,10.9,3,2.94,1,0
368-5612,Francesco,30,0,1,65,29,215.5,129,36.64,161.9,77,13.76,128.3,91,5.77,8.8,5,2.38,2,0
374-5301,Freda,27,0,0,119,0,134.9,70,22.93,211.5,74,17.98,188.5,105,8.48,11.3,6,3.05,1,0
406-5710,Tilda,32,0,0,80,0,194.8,116,33.12,209.9,93,17.84,194.1,100,8.73,12.8,3,3.46,0,0
354-7077,Mason,24,0,1,152,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,0
343-3340,Many,35,0,0,113,0,92.6,85,15.74,177.6,92,15.1,159.8,72,7.19,14.4,4,3.89,3,0
377-8267,Yadira,38,0,0,75,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,0
382-2453,Katelin,27,0,0,80,0,197.6,83,33.59,164.5,86,13.98,94,98,4.23,6.4,6,1.73,1,0
333-7449,Wai,36,0,0,148,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,0
366-4287,Ronda,33,1,0,63,0,62.9,112,10.69,202.9,111,17.25,259,58,11.66,8.9,8,2.4,1,0
415-2285,Dominica,34,0,1,97,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,0
381-1328,Narcisa,22,0,0,166,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,0
344-4022,Alleen,25,0,0,94,0,207,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,0
415-6601,Slyvia,39,0,1,85,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,0
351-7309,Camie,26,1,0,80,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,1
363-7802,Wynell,40,0,1,210,31,313.8,87,53.35,147.7,103,12.55,192.7,97,8.67,10.1,7,2.73,3,0
408-4870,Antonio,39,1,1,88,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13,5,3.51,1,0
378-9478,Jaye,36,0,0,100,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,0
401-4778,Florrie,28,0,1,154,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,0
370-9563,Kayce,20,0,1,32,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9,9,2.43,1,0
394-6382,Donnette,26,0,0,18,0,197,97,33.49,203.7,107,17.31,202,105,9.09,8.7,3,2.35,3,0
333-5295,Lorine,24,0,1,126,31,278,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,0
370-2451,Katlyn,37,0,1,144,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10,4,2.7,1,0
401-6982,Charlotte,36,0,0,29,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,1
329-8115,Gerda,38,0,1,86,16,145.7,88,24.77,191,129,16.24,215.5,82,9.7,11.3,7,3.05,0,0
340-3409,Gita,33,0,1,138,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,0
397-5911,Ardell,27,0,0,146,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,0
415-6127,Elayne,31,0,0,175,0,132,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,0
392-6073,Glinda,39,0,0,74,0,124,102,21.08,262.1,101,22.28,268.2,98,12.07,11.7,2,3.16,2,0
419-6564,Orpha,35,0,0,48,0,171.9,98,29.22,159,127,13.52,139.5,101,6.28,7.6,3,2.05,2,0
340-8245,Hayley,34,0,1,74,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,0
376-4540,Kisha,34,1,0,105,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,0
361-5936,Maren,29,0,0,157,0,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,0
421-9846,Yahaira,39,0,0,217,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,0
356-1582,Stanley,25,0,0,68,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,0
375-4900,Carey,28,0,0,80,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,0
420-8953,Titus,36,0,1,38,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,0
376-4035,Mirna,28,0,1,107,38,204.2,57,34.71,205.9,92,17.5,286.5,80,12.89,8.3,4,2.24,0,0
344-5206,Catalina,32,0,0,140,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,0
328-7833,Sunny,40,0,0,98,0,227.1,116,38.61,120.5,103,10.24,117,102,5.27,4.7,4,1.27,5,1
417-4266,Lavina,39,0,0,114,0,155.3,75,26.4,169.9,87,14.44,207,133,9.32,12.6,5,3.4,2,0
351-6574,Lawanda,27,0,0,46,0,156.4,105,26.59,185.5,98,15.77,226.7,96,10.2,11.8,3,3.19,1,0
372-8925,Karon,23,0,1,118,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,0
340-5678,Irina,26,0,0,37,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,0
361-6814,Blanca,32,0,0,34,0,193.7,74,32.93,126.9,84,10.79,221.2,166,9.95,8.8,4,2.38,0,0
336-7155,Un,38,1,1,98,23,245.5,54,41.74,292.7,83,24.88,184,90,8.28,10.8,7,2.92,1,0
342-8167,Leontine,24,0,0,113,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,1
375-9180,Hunter,37,0,0,69,0,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,0
357-7064,Shawanda,34,0,0,121,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2,0
347-5354,Tisha,39,1,1,59,31,225,78,38.25,191.3,79,16.26,226.7,79,10.2,9.1,3,2.46,1,0
362-9391,Nikia,36,0,0,59,0,189.7,100,32.25,115.9,133,9.85,220.6,115,9.93,7.4,4,2,0,0
386-8984,Marsha,24,0,0,190,0,142.9,96,24.29,177.9,96,15.12,113.3,117,5.1,6.6,4,1.78,0,0
384-6372,Kevin,22,0,0,109,0,175.6,80,29.85,238,94,20.23,198.4,103,8.93,10.2,6,2.75,1,0
358-1329,Yoko,24,0,0,136,0,92.4,109,15.71,219,115,18.62,212.6,80,9.57,12.9,4,3.48,2,0
400-7987,Concepcion,31,0,0,86,0,92.8,92,15.78,159.6,87,13.57,148.7,115,6.69,8.8,5,2.38,1,0
327-8732,Keiko,21,0,1,100,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8,4,2.16,0,0
389-6955,Charlesetta,35,0,0,106,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,0
396-1800,Amelia,25,0,0,104,0,144.5,107,24.57,180.5,85,15.34,226,94,10.17,17,6,4.59,2,0
349-4979,Vincenza,36,0,0,129,0,159.1,100,27.05,202.5,90,17.21,233.1,96,10.49,11.5,6,3.11,2,0
361-5864,Maryann,22,0,0,205,0,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,0
418-4658,Jacklyn,34,0,1,93,32,116.9,120,19.87,232.4,97,19.75,127.7,112,5.75,11,9,2.97,0,0
330-6208,Sheree,23,0,0,123,0,150,98,25.5,89.8,95,7.63,326,91,14.67,11.1,3,3,3,0
416-6628,Clifford,32,0,0,99,0,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6,5,1.62,1,0
349-5617,Aliza,24,0,1,61,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,0
397-8051,Rob,39,0,0,71,0,207,112,35.19,173.8,96,14.77,178.4,61,8.03,12.1,3,3.27,1,0
413-6346,Chester,30,1,0,4,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,0
395-9270,Charlie,39,0,1,148,25,230.7,102,39.22,233.8,109,19.87,215.8,90,9.71,13.5,2,3.65,3,0
401-7575,Dianne,37,0,0,141,0,151.5,104,25.76,242.2,114,20.59,304.2,109,13.69,10.8,2,2.92,1,0
332-5964,Henrietta,36,0,0,56,0,146.1,57,24.84,196.2,97,16.68,310.1,110,13.95,9.2,3,2.48,0,0
